Index,sentence_ko,sentence_en,topic_label,emotion
283,어이가없네...,Unbelievable…,Venting,curiosity
284,2024년에..,In 2024…,Politics & Economics,neutral
285,해제하지 마시오!,Don’t lift it!,Others,annoyance
286,민생을 볼모로 전과자 엄호하기만 바쁜 나찌뺏찌가 국회들어갈 자격있냐?,Should Nazi-branded ex-cons who only protect their own belong in the National Assembly at all?,Others,disapproval
287,무장군인들 !갈겨버려라 민주당놈들~,Armed soldiers! Just fire on those Democratic Party bastards!,Others,anger
288,코미디 하는겨?,Is this a comedy show?,Venting,anger
289,뭐 저런 것이 대통령이냐,How is someone like that the president?,People,anger
290,뭐 병정놀이 하냐 장관들이 하나같이 능력 부족에 자질 부족에 그러니 나라가 돌아 가겠냐,"What is this, playing soldiers? The ministers are all incompetent and unqualified—how is the country supposed to function?",Venting,amusement
291,쫌 생각좀 하고 살아라,Try using your brain once in a while.,People,caring
293,검사는 앞으로 정치권 얼씬도 못하게 법으로 막자.,Let’s pass a law banning prosecutors from entering politics—ever.,Politics & Economics,caring
294,일평생 사람가두고 압박하고 협박하는거 말고 한거 없는 종족들이라서 그런가.,Maybe it’s because their whole kind has done nothing but jail and threaten people all their lives.,Punishment,confusion
295,일반 국민들을 처단한다는게 진짜 제정신인가,Are you seriously talking about punishing regular citizens? Are you out of your mind?,Punishment,gratitude
296,멍청한 윤가 지무덤 지가 팠어이런게 대통령이 되다니 정말 판단력도 부족하고 미련하고 어리석어,"That idiot Yoon dug his own grave. How did someone like this become president? He’s slow, lacks judgment, and is plain stupid.",People,confusion
297,선배들이 그렇게 키우고 일으켜 온 대한민국이 한 사람으로 인해 망하는구나..,All the hard work our elders put into building this country… and now it’s crumbling because of one man.,Venting,anger
298,대통령놀이로 생각하는 저딴인간이 이제 안해본 전쟁놀이 하겠다고 덤빌까봐 무섭다.......,He thinks being president is like playing house—and now I’m scared he’ll move on to playing war.,People,confusion
299,상식밖의 인간......예측불허!!!,He’s completely unhinged… totally unpredictable!!!,Venting,neutral
300,뺄개이국개들이 계속 gr하면 다음에는 계엄선포하고 강력하게 때려잡아라.,"If the damn barking dogs in PPP keep yapping, declare martial law again and crush them hard.",Others,fear
301,국민의힘 안에 있는 뺄개이부터 때려잡아라.,Start by smashing the dogs within the People Power Party.,Politics & Economics,disappointment
302,2024년에…..윤 오늘밤 끝,2024… Yoon’s done tonight.,People,disappointment
304,이라니 어이가 없네…..,"Seriously, I can’t believe this…",Venting,disgust
305,툭하면 대통령 탄핵하자 끌어내리자 이러는데 군인 동원만 안했지 민중 선동해서 전복하려는 이게 쿠데타가 아니면 뭐냐?,"You guys always scream for impeachment, removal, whatever—but stirring up the public like this is basically a coup. What else would you call it?",Punishment,disapproval
306,당연히 비상계엄 선포 할만하지 대통령으로 호시탐탐 지 자리 노리는 세력들이 있는데..,Declaring martial law was the obvious move. There are forces constantly eyeing the presidency…,Others,anger
307,그것도 본인 사법 리스크를 무마시키기 위해서,And all just to cover up his own legal risks.,Politics & Economics,anger
308,민주당정신차리자,Democratic Party—get your act together.,Politics & Economics,disapproval
309,뭘 잘했다고 너가 뭘 잘했니. ....,What the hell are you proud of? What have you even done right?,Venting,anger
310,이재명구속해라,Lock up Lee Jae-myung.,People,confusion
311,다 파면시키고 대구에 한 자리 내줘라,Fire them all and give Daegu a seat.,Punishment,disapproval
312,오직 국가와 민족의 영광만 생각하면서 한 평생을 살면 저렇게 되나보네요^^,"Live your whole life thinking only of national glory and you end up like this, huh? ^^",Venting,neutral
313,군인들 시민들 안다치길 바랍니다,I just hope the soldiers and citizens don’t get hurt.,Others,realization
314,눈물이 나네요,It brings me to tears.,Venting,amusement
315,정말 미친짓 계엄군 아들들아 다치지 말아다오,"This is insane—dear sons of the martial law troops, please don’t get hurt.",Others,confusion
316,오밤중에 이게 무슨 난리냐 가슴이 답답해서 잠도 못자겠다,What kind of disaster is this in the middle of the night? My chest feels tight—I can’t even sleep.,Venting,disappointment
317,그래도 투표에 기꺼이 참여해준 국힘당 의원님들 내가 난생 처음 감사함을 느꼈다,"Still, for the first time ever, I felt genuine gratitude to the PPP lawmakers who voted.",Others,disgust
318,참 할 말이 안나온다,I don’t even know what to say.,People,disgust
319,이게 무슨 고생이냐고!!!,What the hell kind of suffering is this!!!,Venting,annoyance
320,재적의원 과반이라면 200명 맞는거 아니야?,"If a majority of registered lawmakers is required, isn’t that 200 people?",Others,curiosity
321,헌법수정도 재적의 과반 200명 되어야 한다더니.,They say you need 200 to amend the Constitution too.,Others,annoyance
322,아사리판 되겠네,This is turning into total chaos.,Venting,annoyance
323,한동훈 너마저.,Han Dong-hoon—you too?,People,confusion
324,실망이네요,I’m disappointed.,Venting,disgust
325,경상도자나.,Must be from Gyeongsang-do.,People,annoyance
326,계엄지지경상도,Pro-martial law Gyeongsang-do folks.,Others,disapproval
327,이제 윤씨는 대한민국 대통령이 아니다.,Yoon is no longer the president of Korea.,People,curiosity
328,철저히 사법조사하고 법에 따라 처벌해야 합니다.,He must be thoroughly investigated and punished according to the law.,Politics & Economics,anger
329,얼른 해제하고 윤두창 감옥 보내자,Lift martial law now and throw Yoon into prison.,People,anger
330,너도 공범이다.......,You’re an accomplice too…….,People,annoyance
331,빵에 들어가자!!,Let’s get you into prison!!,Punishment,disapproval
332,이거 애초에 성공시킬 생각이 없었나보다 뭔 생각이었을까 성공시키려고 했으면 국회 점거부터 했을건데..,"Maybe they never even intended for this to succeed. If they were serious, they would’ve occupied the Assembly first…",Others,annoyance
333,국방부 장관이 중장 출신이면 그걸 모를리도 없고,"If the Defense Minister’s a former lieutenant general, no way he didn’t know this.",Venting,annoyance
334,비상계엄?,Martial law?,Others,neutral
335,어제밤 일찍 잠든탓에 새벽에야 큰사건이 있었다는 것을 알았습니다.,I went to bed early and only found out about this huge mess in the morning.,Venting,nervousness
336,"여태 3일천하 란 말은 들어봤어도 2시간 천하라니, 이 무슨 회괴한 일인가!","I’ve heard of three-day regimes, but two-hour regimes? What a farce!",Others,disgust
337,"비상계엄선포 권한이 군통수권자인 대통령에 있지만, 제적 국회의원 과반이 해제에찬성하면 그에따라야 하는게 비상계험령 법인데, 지금시점 범민주계가 과반인 상황에 그 뜻을 이룰수 있을거라 생각하고 계엄선포 했는지 진심 묻고싶네요...","Yes, the president has the right to declare martial law, but if over half of the registered Assembly votes to lift it, it must be lifted—that’s the law. Did he really think it would work in a legislature where the democratic bloc has the majority?",Others,curiosity
338,"그간 말못할 고내야 있었겠지만, 무슨일을 하든 전후 상황을 잘 따져보고 했어야 하는데, 참 많이 아쉽다는 생각밖엔...","He might’ve had reasons he couldn’t say, but whatever he was planning, he should’ve thought it through more. I can only say—it’s really disappointing…",Venting,disgust
339,국가적개망신 전세계에 최후진국 내전하는국가 국가신용도추락 국가경제하락 창피하다 계엄령선포까지갈 권력의꿀맛 국민위에군림 내란죄성립되니까 엄벌해라,"This is a national disgrace—Korea now looks like a backward country in the middle of a civil war. Credit rating down, economy crashing, shame on us. Declaring martial law to cling to power—this fits the definition of treason. Punish him severely.",North Korea,admiration
340,술통 놈이 결국은 일을 저지르네.,The drunk idiot finally pulled something.,Venting,anger
341,아무것도 하지말고 있으라 했는데ᆢ나리를 절딘내는구나,We told you to sit still—but you just had to ruin everything.,Venting,disapproval
342,이게 뭐지.,What is this.,Venting,disapproval
343,웃기자고 하는것도 아니고.,This isn’t even funny.,Venting,disapproval
344,뭔가 이상하다,Something feels seriously off.,Venting,disapproval
345,어쩌더 이런 재활용도 못할인간을 대통이라고 뽑았을까...,Why did we elect a man who can’t even be recycled…?,People,disapproval
346,정신병원으로 보내자,Send him to a mental hospital.,Punishment,neutral
347,민주당처럼 안하무인이면 나라 제대로 운영 안된다 민주라하고 하는짖은 공산당같은 민주공산당 해체해라,"If you act like the Democratic Party, arrogant and lawless, the country can’t function. They call themselves democratic, but act like commies—dissolve the Democratic Communist Party.",Politics & Economics,realization
348,명백한 내란죄다.,This is outright treason.,Punishment,neutral
350,2찍들 아쉬워서어떻하냐 나라가망해도 윤석렬을 외치는것들인데 ㅋㅋㅋ,"What are the 2nd-round voters gonna do now? You guys scream “Yoon Seok-yeol!” even as the country crumbles, lol.",People,disapproval
351,국회부터해산시켜라국회의원들은 날마다 쌈박질만하고 국민들을 위해서 무엇을했나?,Dissolve the National Assembly—those lawmakers fight every damn day and do nothing for the people!,Others,disgust
352,국민들의 민생은 딋전이고 서로 이권다툼으로보인다,People's livelihoods are sidelined—this all looks like a fight over personal gain.,Politics & Economics,disapproval
353,지겹다,Sick of it.,Venting,disapproval
354,민주당이 결국 계엄까지 쓰게 한거구만;;,"So in the end, it’s the Democratic Party that pushed things to the point of martial law;;",Others,neutral
355,하여튼 정치판 개판이네 전부 애들 장난으로 사노 ㅋㅋㅋㅋ,"Politics is a total mess—everyone’s playing around like it’s child’s play, lol.",Venting,curiosity
356,너나 잘해 석열아,"Worry about yourself, Seok-yeol.",People,nervousness
357,국민 여러분.,Dear citizens—,Venting,confusion
358,계엄 선포는 제 2의 광주 비극을 일으킬 수 있는 사건입니다.,Declaring martial law could lead to another Gwangju tragedy.,Others,anger
359,그런데 아직도 좌파 전라도 타령만 하는 쓰레기가 많습니다.,And yet there are still so many trash people ranting about leftists and Jeolla-do.,Venting,approval
